gens,average_placement,hands_won,mean_money,fitness
gen522,6.668000,6397,3283.267482,6.150000
gen523,6.341000,5539,3365.579699,6.000000
gen524,6.890000,6505,3219.942136,6.450000
gen525,7.284000,5680,3251.752934,6.300000
gen526,7.125000,6194,3330.635221,6.450000
gen527,6.842000,5973,3276.383335,6.450000
gen528,7.833000,6576,3193.275169,6.450000
gen529,6.813000,6548,3281.427887,6.150000
gen530,6.708000,6414,3148.736164,6.750000
gen531,6.490000,6097,3429.001343,6.450000
gen532,6.674000,6781,3265.641463,6.300000
gen533,6.536000,5959,3308.349508,6.000000
gen534,6.521000,6227,3394.073259,5.850000
gen535,6.891000,5471,3295.609760,6.450000
gen536,6.445000,4893,3260.864590,6.450000
gen537,6.854000,5531,3204.119276,6.300000
gen538,6.241000,5327,3400.317204,6.000000
gen539,6.083000,5091,3355.563222,6.150000
gen540,6.356000,5520,3364.803108,6.000000
gen541,6.188000,5432,3376.223464,6.300000
gen542,6.106000,5440,3399.688224,5.850000
gen543,6.727000,6474,3199.788838,6.450000
gen544,6.324000,5599,3335.428643,6.450000
gen545,6.645000,5591,3439.874129,5.850000
gen546,6.599000,5700,3363.143209,6.150000
gen547,6.683000,5871,3358.053248,6.000000
gen548,6.727000,6453,3329.679800,6.150000
gen549,7.057000,5579,3255.719165,6.450000
gen550,6.694000,5198,3476.832058,5.850000
gen551,6.725000,5986,3308.511470,6.450000
gen552,7.004000,5796,3287.550254,6.300000
gen553,6.954000,5809,3287.200402,6.000000
gen554,6.725000,5889,3338.642143,6.150000
gen555,6.302000,5371,3484.277493,5.850000
gen556,6.690000,4638,3196.604612,6.300000
gen557,6.198000,4766,3420.748770,5.850000
gen558,6.134000,4892,3380.792274,6.000000
gen559,6.166000,4715,3422.769280,6.150000
gen560,6.207000,3992,3404.156760,5.700000
gen561,6.194000,5497,3340.243049,6.000000
gen562,6.844000,3874,3558.151088,5.550000
gen563,6.302000,4971,3428.930017,6.150000
gen564,6.481000,4655,3380.909040,5.850000
gen565,5.711000,4138,3386.991204,6.150000
gen566,5.902000,4380,3351.242728,6.300000
gen567,6.089000,4408,3273.863388,6.000000
gen568,6.110000,4803,3448.594003,6.000000
gen569,5.735000,3982,3463.005972,5.850000
gen570,6.362000,5430,3356.021953,5.850000
gen571,5.919000,4276,3361.209910,5.850000
gen572,6.250000,4655,3343.132563,6.000000
gen573,6.349000,4291,3440.215413,5.850000
gen574,5.908000,4489,3303.303344,6.450000
gen575,6.265000,5088,3422.108193,6.000000
gen576,7.064000,4979,3315.536113,6.000000
gen577,6.322000,5189,3474.933563,5.400000
gen578,6.528000,5550,3294.780268,6.450000
gen579,6.915000,4944,3271.706318,6.300000
gen580,6.783000,5386,3292.990859,6.150000
gen581,6.422000,4197,3479.402659,5.400000
gen582,6.926000,5116,3385.282979,6.150000
gen583,6.539000,5607,3393.278930,6.000000
gen584,7.106000,6093,3129.787860,6.450000
gen585,6.671000,5418,3252.179857,6.300000
gen586,6.060000,5500,3293.140948,6.300000
gen587,5.937000,4884,3325.349821,6.150000
gen588,6.123000,4822,3300.727952,6.150000
gen589,6.236000,4873,3342.813736,6.000000
gen590,5.629000,5088,3372.133280,6.450000
gen591,5.808000,5272,3544.425013,5.400000
gen592,6.491000,6711,3243.592159,6.300000
gen593,5.778000,4674,3250.141823,6.450000
gen594,6.760000,6869,3172.685024,6.450000
gen595,7.133000,7032,3234.837615,6.450000
gen596,7.065000,6695,3284.346618,6.450000
gen597,6.507000,6632,3398.420437,5.850000
gen598,6.883000,6848,3161.416671,6.450000
gen599,6.716000,6238,3325.994656,6.450000
gen600,7.178000,6643,3294.783608,6.450000
gen601,6.951000,6741,3271.754527,6.450000
gen602,7.080000,6596,3364.384242,6.150000
gen603,7.043000,6330,3267.823729,6.450000
gen604,6.214000,6096,3459.769796,5.700000
gen605,5.811000,5721,3332.120343,6.150000
gen606,6.210000,5781,3294.545238,6.000000
gen607,6.031000,5046,3333.610249,6.000000
gen608,5.686000,5854,3434.765642,6.000000
gen609,6.512000,5716,3367.348077,6.150000
gen610,5.661000,5165,3340.093097,6.150000
gen611,6.453000,6328,3382.160495,6.150000
gen612,6.247000,6469,3512.619042,5.850000
gen613,5.840000,5547,3374.219537,6.150000
gen614,6.475000,6417,3319.881766,6.300000
gen615,5.923000,4874,3524.313949,6.000000
gen616,5.594000,4800,3395.191018,6.300000
gen617,5.885000,6018,3262.739750,6.300000
gen618,6.390000,6006,3320.392846,6.450000
gen619,5.689000,5357,3388.955094,6.150000
gen620,5.461000,5081,3388.780898,6.300000
gen621,5.821000,5719,3318.540490,6.300000
gen622,6.031000,5602,3370.984272,6.000000
gen623,5.849000,5861,3409.946784,6.300000
gen624,5.835000,5684,3535.697899,5.700000
gen625,5.843000,5893,3476.912776,5.550000
gen626,6.109000,5810,3322.580892,6.450000
gen627,6.665000,5958,3397.263276,6.000000
gen628,5.755000,5263,3299.481457,6.450000
gen629,5.769000,5719,3369.320080,6.150000
gen630,5.485000,5046,3396.130817,5.850000
gen631,5.518000,4511,3169.205535,6.450000
gen632,5.778000,5582,3356.349107,6.300000
gen633,5.486000,4751,3311.371759,6.150000
gen634,5.595000,5489,3398.350189,6.000000
gen635,5.536000,4406,3340.254292,6.300000
gen636,5.441000,4714,3256.773275,6.450000
gen637,5.551000,4797,3531.200918,5.700000
gen638,5.452000,4733,3348.746238,6.300000
gen639,5.357000,4396,3483.643826,5.150000
gen640,5.506000,4823,3186.588321,6.450000
gen641,5.618000,4793,3430.075883,6.000000
gen642,5.620000,5927,3464.148834,5.700000
gen643,5.352000,5151,3390.617704,6.150000
gen644,5.633000,5667,3352.792827,6.450000
gen645,5.574000,6132,3480.207949,6.000000
gen646,5.481000,4513,3251.020453,6.450000
gen647,5.878000,5877,3207.237621,6.450000
gen648,5.801000,6027,3405.207188,6.000000
gen649,5.304000,4968,3174.912138,3.050000
gen650,6.203000,6192,3135.269204,6.450000
gen651,5.474000,5753,3343.573761,6.300000
gen652,5.548000,5410,3460.217902,5.850000
gen653,5.789000,5648,3259.715750,6.450000
gen654,5.396000,4811,3321.035312,6.300000
gen655,5.241000,4781,3252.944147,2.200000
gen656,5.298000,5174,3446.272121,3.850000
gen657,5.995000,6377,3282.509783,6.300000
gen658,5.715000,6757,3445.751897,5.700000
gen659,6.105000,6090,3375.447610,6.000000
gen660,5.544000,4905,3424.384598,6.150000
gen661,6.461000,5272,3505.952369,5.700000
gen662,6.872000,5898,3349.959895,6.150000
gen663,6.094000,5743,3468.734361,5.700000
gen664,6.075000,5559,3363.117312,6.000000
gen665,6.262000,5187,3531.867573,5.700000
gen666,6.157000,5422,3271.810077,6.450000
gen667,6.012000,4806,3498.705789,5.700000
gen668,6.081000,4515,3508.907148,5.550000
gen669,6.370000,5609,3407.628658,5.850000
gen670,6.429000,4697,3524.879376,5.400000
gen671,6.206000,4267,3650.317252,5.250000
gen672,6.289000,6111,3437.451002,5.700000
gen673,6.118000,5280,3655.289562,5.550000
gen674,6.451000,6206,3345.985772,6.300000
gen675,6.825000,5722,3319.188379,6.450000
gen676,5.496000,4545,3461.886797,5.850000
gen677,6.218000,5598,3393.847959,5.850000
gen678,6.626000,5127,3505.045293,5.850000
gen679,5.803000,4795,3546.037205,6.000000
gen680,6.018000,5274,3492.456036,5.700000
gen681,6.223000,6050,3451.257218,5.700000
gen682,6.028000,5174,3619.005750,5.700000
gen683,6.196000,4977,3397.527404,5.850000
gen684,6.116000,4904,3455.483471,5.850000
gen685,6.210000,5084,3521.581505,5.550000
gen686,6.478000,6440,3370.966948,5.850000
gen687,6.326000,5075,3399.462895,6.150000
gen688,6.681000,5959,3416.066728,6.000000
gen689,6.134000,5203,3497.853949,5.850000
gen690,6.387000,6179,3355.579512,6.000000
gen691,6.218000,5363,3273.296104,6.450000
gen692,6.461000,6722,3367.769616,5.850000
gen693,6.361000,6559,3345.669881,6.300000
gen694,6.204000,5327,3340.013840,6.150000
gen695,6.026000,5874,3380.057616,6.300000
gen696,5.849000,5404,3430.093404,5.700000
gen697,5.397000,5018,3208.506378,6.450000
gen698,5.416000,4800,3131.870928,6.450000
gen699,5.684000,5406,3494.693157,5.850000
gen700,5.722000,5720,3356.891447,6.300000
gen701,5.969000,6066,3362.121557,6.150000
gen702,5.945000,6220,3238.738968,6.300000
gen703,6.461000,6727,3359.565670,6.000000
gen704,6.302000,6260,3203.758034,6.450000
gen705,5.776000,5397,3465.867874,5.850000
gen706,5.785000,5989,3243.203868,6.300000
gen707,5.856000,6097,3325.270981,6.300000
gen708,6.040000,5904,3306.975207,6.300000
gen709,6.222000,6829,3238.458899,6.300000
gen710,6.356000,6713,3282.877356,6.300000
gen711,5.657000,5013,3332.675341,6.450000
gen712,6.794000,6200,3260.456650,6.450000
gen713,5.812000,5320,3369.868254,6.150000
gen714,6.311000,5999,3250.999184,6.450000
gen715,6.260000,6438,3355.311253,6.450000
gen716,5.483000,5086,3379.394207,6.150000
gen717,6.237000,6228,3405.494833,6.300000
gen718,7.802000,5953,3317.053426,6.300000
gen719,6.560000,6605,3299.956605,6.300000
gen720,6.717000,7130,3319.409288,6.450000
gen721,6.550000,6375,3390.594580,6.150000
gen722,6.566000,6376,3346.211595,6.150000
gen723,6.245000,6409,3351.267490,6.150000
gen724,6.002000,6505,3366.321675,6.150000
gen725,5.760000,5403,3264.601008,6.450000
gen726,5.974000,5812,3296.500194,6.300000
gen727,5.648000,4802,3430.338169,5.850000
gen728,5.752000,4700,3426.757515,6.150000
gen729,6.053000,5959,3394.661791,6.000000
gen730,6.649000,6103,3378.051714,5.850000
gen731,6.929000,6287,3230.258040,6.300000
gen732,6.375000,6337,3319.883235,5.850000
gen733,6.242000,6332,3250.971703,6.150000
gen734,6.053000,5951,3360.947588,6.300000
gen735,5.810000,6374,3457.678405,6.150000
gen736,6.049000,6366,3373.659699,6.000000
gen737,6.045000,6268,3482.326190,5.850000
gen738,6.317000,6098,3354.927654,6.300000
gen739,5.983000,5599,3423.438898,5.850000
gen740,5.797000,5467,3401.372728,5.850000
gen741,6.208000,6086,3463.142962,6.000000
gen742,6.180000,5913,3324.257059,6.300000
gen743,5.893000,5869,3283.077348,6.450000
gen744,6.118000,5449,3488.960096,5.850000
gen745,7.019000,6151,3303.622475,6.150000
gen746,5.977000,5536,3459.716724,6.000000
gen747,6.155000,5817,3279.651931,6.000000
gen748,6.035000,6072,3392.246792,6.450000
gen749,6.317000,6576,3311.989666,6.300000
gen750,6.021000,5508,3356.762317,6.000000
gen751,6.189000,6096,3306.856329,6.150000
gen752,6.804000,6418,3352.564432,6.150000
gen753,6.889000,6000,3432.414997,5.850000
gen754,6.344000,6007,3379.704782,6.000000
gen755,6.245000,6396,3454.565501,5.850000
gen756,6.644000,5841,3301.093869,6.150000
gen757,6.394000,5823,3374.280141,6.150000
gen758,5.970000,5628,3386.536268,5.400000
gen759,5.798000,4595,3497.780320,5.250000
gen760,6.239000,5394,3500.794036,5.700000
gen761,6.419000,4938,3476.714038,5.700000
gen762,6.395000,5343,3483.997467,5.850000
gen763,6.276000,5514,3400.329808,6.150000
gen764,6.200000,5345,3626.954974,5.700000
gen765,6.123000,5328,3599.203631,5.700000
gen766,6.537000,4217,3374.877049,6.000000
gen767,6.458000,5148,3398.311299,6.150000
gen768,8.187000,5380,3504.985447,5.850000
gen769,7.195000,5377,3340.670789,6.150000
gen770,5.902000,4505,3653.774545,5.250000
gen771,6.084000,4358,3578.010299,5.700000
gen772,6.126000,3844,3497.426274,5.700000
gen773,5.700000,4759,3461.389074,5.700000
gen774,5.558000,3912,3142.747230,6.450000
gen775,5.753000,4543,3727.703899,5.250000
gen776,5.375000,3531,3273.428512,6.300000
gen777,5.930000,4874,3237.758764,6.450000
gen778,6.619000,5074,3484.771642,5.700000
gen779,5.850000,5016,3427.915611,6.000000
gen780,6.110000,5041,3513.708289,5.400000
gen781,5.816000,5003,3645.288991,5.400000
gen782,6.703000,4935,3411.040724,6.000000
gen783,5.718000,4795,3450.310005,5.700000
gen784,6.141000,6991,3373.394056,6.150000
gen785,7.257000,5447,3479.976464,5.550000
gen786,6.014000,5965,3245.768239,6.450000
gen787,5.982000,5613,3339.935233,6.000000
gen788,6.128000,5540,3352.726752,6.150000
gen789,6.314000,6341,3393.889737,6.000000
gen790,5.665000,5337,3266.742204,6.450000
gen791,5.606000,5428,3293.853674,6.150000
gen792,6.249000,5456,3186.121757,6.300000
gen793,6.162000,5359,3416.433750,5.850000
gen794,7.244000,5623,3376.531817,6.000000
gen795,6.462000,5473,3461.465035,5.550000
gen796,7.022000,5102,3219.426994,6.300000
gen797,6.220000,4924,3421.997148,5.700000
gen798,6.504000,5083,3470.465474,5.700000
gen799,6.107000,5159,3425.915974,5.850000
gen800,6.116000,5315,3486.290162,5.700000
gen801,6.034000,4040,3562.673345,5.400000
gen802,6.071000,4632,3430.510084,6.000000
gen803,6.464000,4903,3365.829670,6.000000
gen804,6.224000,5152,3408.549343,5.850000
gen805,6.599000,4909,3514.732366,5.700000
gen806,5.813000,4909,3377.567760,6.150000
gen807,5.747000,5259,3417.618942,6.150000
gen808,7.496000,5510,3385.794399,6.000000
gen809,6.179000,5349,3229.129922,6.450000
gen810,6.730000,5808,3552.338765,5.850000
gen811,6.083000,5415,3348.518267,6.150000
gen812,5.993000,5523,3481.286894,5.850000
gen813,5.943000,4809,3361.178876,6.150000
gen814,5.667000,4128,3517.241343,5.700000
gen815,5.504000,4303,3452.321236,5.850000
gen816,7.862000,6074,3380.580283,6.000000
gen817,6.566000,5118,3458.945165,6.000000
gen818,6.499000,5480,3428.602196,5.850000
gen819,6.975000,5432,3484.712482,5.850000
gen820,5.998000,4820,3541.148491,5.400000
gen821,6.254000,4778,3249.517360,6.450000
gen822,6.078000,4809,3482.188899,5.850000
gen823,6.761000,5205,3492.130172,5.850000
gen824,7.762000,4866,3475.458464,5.700000
gen825,7.100000,5525,3384.911779,6.450000
gen826,8.874000,5034,3388.280360,6.150000
gen827,6.543000,4568,3511.904305,5.550000
gen828,6.454000,4585,3468.179023,6.000000
gen829,6.678000,5423,3504.313937,5.700000
gen830,5.909000,4753,3303.457414,6.450000
gen831,5.940000,4812,3397.450955,6.150000
gen832,7.443000,5637,3246.078771,6.450000
gen833,6.801000,5841,3371.594895,6.000000
gen834,6.310000,5243,3353.545772,6.150000
gen835,6.137000,5938,3341.508312,6.150000
gen836,6.763000,5076,3476.100158,6.000000
gen837,5.905000,5603,3511.680541,5.850000
gen838,5.614000,5527,3335.105627,6.300000
gen839,5.848000,5216,3302.828952,6.450000
gen840,5.808000,4943,3314.973356,6.150000
gen841,7.261000,5824,3352.741209,6.300000
gen842,5.868000,5956,3433.892521,6.300000
gen843,6.356000,6942,3360.683534,6.150000
gen844,6.190000,4832,3409.910636,6.300000
gen845,5.881000,7518,3358.589293,6.000000
gen846,6.748000,5634,3375.811338,6.300000
gen847,8.134000,5612,3424.177577,6.300000
gen848,6.898000,5962,3387.599363,5.850000
gen849,6.352000,6089,3327.205309,6.150000
gen850,6.602000,6629,3124.916937,6.450000
gen851,6.994000,6327,3372.921765,6.000000
gen852,7.382000,5594,3321.369282,6.300000
gen853,5.675000,5400,3431.018945,5.700000
gen854,6.988000,5967,3340.608350,6.150000
gen855,7.624000,5817,3277.826857,6.450000
gen856,7.707000,5617,3548.326077,5.700000
gen857,7.042000,5619,3264.375895,6.300000
gen858,5.899000,5353,3312.003820,6.450000
gen859,6.421000,5787,3400.948788,6.150000
gen860,7.006000,5689,3328.718570,6.300000
gen861,6.633000,6414,3459.184100,5.850000
gen862,6.480000,5649,3313.366659,6.150000
gen863,6.424000,6875,3320.850047,6.450000
gen864,6.366000,6004,3302.585910,6.300000
gen865,6.177000,6124,3358.833104,6.150000
gen866,5.406000,3750,3092.361502,5.600000
gen867,6.261000,5870,3443.482392,5.700000
gen868,8.134000,6517,3316.584973,6.000000
gen869,5.991000,6219,3422.972762,5.850000
gen870,5.764000,5286,3463.124140,5.850000
gen871,6.355000,6573,3482.690060,5.850000
gen872,5.597000,5379,3481.632437,5.400000
gen873,6.045000,6614,3432.744347,5.850000
gen874,5.745000,6721,3323.883614,6.000000
gen875,6.405000,5939,3335.624953,6.150000
gen876,5.887000,5760,3342.915619,6.000000
gen877,5.516000,5907,3374.125307,6.000000
gen878,5.941000,6380,3426.340253,6.000000
gen879,5.737000,7084,3290.513894,6.450000
gen880,5.778000,5648,3382.404475,6.000000
gen881,5.178000,5842,3536.725320,1.750000
gen882,5.824000,5872,3479.132751,5.700000
gen883,5.351000,4641,3410.153206,5.450000
gen884,5.360000,4896,3478.108008,5.000000
gen885,5.613000,5478,3596.700278,5.700000
gen886,5.797000,5639,3330.785841,6.300000
gen887,5.851000,5786,3387.705206,6.000000
gen888,6.169000,5383,3375.179470,5.850000
gen889,6.101000,3851,3434.021505,6.150000
gen890,5.405000,3604,3278.781473,6.450000
gen891,5.740000,4769,3343.906691,6.300000
gen892,6.342000,5134,3514.183600,6.000000
gen893,6.079000,4704,3544.947532,5.550000
gen894,6.266000,4903,3486.897605,5.700000
gen895,6.375000,4540,3396.822457,6.300000
gen896,6.369000,4775,3523.633981,5.700000
gen897,6.174000,4540,3606.961140,5.400000
gen898,6.188000,4085,3483.375481,5.700000
gen899,5.996000,3826,3602.081062,5.400000
gen900,6.642000,3742,3499.270765,5.850000
gen901,5.974000,3932,3735.126374,5.250000
gen902,6.874000,4232,3593.171393,5.550000
gen903,6.574000,4180,3555.006406,5.550000
gen904,6.594000,4297,3496.568455,5.550000
gen905,6.469000,3758,3437.206246,6.000000
gen906,6.312000,3937,3693.475098,5.400000
gen907,5.730000,3965,3395.855992,5.850000
gen908,5.686000,3170,3555.199284,5.550000
gen909,5.519000,3260,3403.379209,6.150000
gen910,5.669000,4271,3603.879364,5.400000
gen911,5.732000,4522,3616.124088,5.400000
gen912,5.990000,3225,3432.961269,6.300000
gen913,7.735000,4656,3437.208191,5.850000
gen914,5.924000,4129,3706.163465,5.250000
gen915,6.525000,4625,3499.072078,6.150000
gen916,5.882000,3872,3585.204614,5.250000
gen917,6.121000,5439,3322.663341,6.150000
gen918,6.208000,4283,3441.514496,5.850000
gen919,6.176000,4341,3589.371261,5.250000
gen920,6.145000,4289,3500.841550,5.850000
gen921,5.911000,3735,3474.201447,5.850000
gen922,5.588000,3769,3551.392189,5.250000
gen923,5.564000,3541,3578.374041,5.400000
gen924,7.866000,5398,3266.290675,6.450000
gen925,8.151000,4888,3480.393018,5.700000
gen926,7.779000,4756,3479.885555,6.000000
gen927,6.962000,4806,3515.485815,5.700000
gen928,5.935000,4954,3342.808591,6.450000
gen929,6.012000,4269,3424.127441,6.150000
gen930,6.798000,5504,3408.402377,5.700000
gen931,6.679000,4317,3645.887508,5.400000
gen932,5.824000,3488,3667.736932,5.250000
gen933,5.705000,4459,3320.005238,6.300000
gen934,5.897000,4268,3394.820871,6.300000
gen935,5.976000,3790,3403.918204,6.300000
gen936,6.452000,4946,3450.159420,5.850000
gen937,6.520000,5324,3472.614310,5.850000
gen938,5.395000,4341,3361.882995,6.450000
gen939,6.164000,5157,3411.550515,6.300000
gen940,5.801000,6287,3495.664340,6.150000
gen941,5.937000,5699,3452.378828,6.150000
gen942,5.696000,5854,3386.052793,6.150000
gen943,6.853000,5513,3389.289804,6.450000
gen944,7.758000,6575,3308.634041,6.150000
gen945,5.869000,4938,3566.766070,5.550000
gen946,6.201000,5564,3463.816661,5.850000
gen947,6.428000,5583,3355.742868,6.450000
gen948,6.516000,4931,3335.528919,6.300000
gen949,5.709000,5492,3345.694459,6.450000
gen950,5.904000,6108,3305.872046,6.300000
gen951,5.864000,5158,3506.799082,5.550000
gen952,5.994000,5823,3415.174546,6.150000
gen953,6.351000,6618,3415.046737,5.850000
gen954,6.145000,5728,3439.586308,6.150000
gen955,6.074000,6063,3437.087988,6.000000
gen956,7.418000,6026,3415.103667,6.000000
gen957,5.755000,5156,3594.072739,5.400000
gen958,6.140000,5815,3237.498289,6.450000
gen959,6.017000,5740,3307.160927,6.450000
gen960,6.087000,6575,3365.095933,6.300000
gen961,5.695000,5564,3362.840241,6.300000
gen962,5.794000,5594,3349.428675,6.300000
gen963,5.403000,5863,3295.640784,6.300000
gen964,6.182000,6300,3385.641475,6.150000
gen965,5.337000,5544,3393.720497,3.300000
gen966,5.729000,5559,3402.969401,6.150000
gen967,6.739000,6708,3399.547308,5.700000
gen968,5.530000,5713,3471.738283,5.700000
gen969,6.845000,6034,3295.040246,6.300000
gen970,6.285000,5946,3387.691576,5.700000
gen971,5.614000,5684,3495.194302,5.850000
gen972,6.344000,5507,3389.319183,6.150000
gen973,5.809000,5239,3300.775014,6.450000
gen974,6.499000,6255,3374.251986,6.300000
gen975,6.221000,5780,3370.553886,6.000000
gen976,6.690000,5725,3433.945299,6.150000
gen977,6.318000,5776,3384.517403,6.000000
gen978,6.238000,5823,3382.838030,5.850000
gen979,6.987000,5322,3327.809785,6.300000
gen980,6.259000,5630,3609.974400,5.250000
gen981,6.206000,6421,3383.676278,6.000000
gen982,6.437000,6283,3428.434456,6.150000
gen983,5.759000,5465,3512.871627,5.850000
gen984,7.067000,6399,3335.897008,5.850000
gen985,6.169000,6526,3361.960420,5.850000
gen986,6.497000,6927,3330.566924,6.000000
gen987,6.485000,6770,3215.686367,6.300000
gen988,5.944000,6749,3390.635369,6.000000
gen989,5.599000,6164,3362.891920,6.150000
gen990,5.601000,5286,3571.758237,5.400000
gen991,5.679000,5874,3383.767109,6.000000
gen992,5.986000,6250,3514.594129,5.400000
gen993,7.118000,6302,3413.551298,5.850000
gen994,5.847000,5514,3386.134336,6.000000
gen995,6.371000,6051,3320.693024,6.450000
gen996,5.995000,6353,3356.337031,6.000000
gen997,6.777000,6955,3340.648658,6.150000
gen998,6.046000,6310,3325.524236,6.300000
gen999,7.056000,5969,3395.757020,6.000000
gen1000,6.510000,6627,3364.524515,6.000000
gen1001,5.465000,4099,3433.129669,5.850000
gen1002,6.136000,6126,3350.750342,6.300000
gen1003,6.209000,5344,3413.904152,5.550000
gen1004,6.069000,5187,3442.819468,5.850000
gen1005,6.140000,7254,3357.676739,5.850000
gen1006,6.118000,4987,3313.990386,6.300000
gen1007,7.307000,6459,3407.395974,5.850000
gen1008,5.890000,5627,3389.756099,6.000000
gen1009,5.955000,5801,3292.913444,6.300000
gen1010,6.044000,4570,3588.802588,5.700000
gen1011,7.405000,6529,3335.716502,6.150000
gen1012,6.245000,6655,3299.252126,6.300000
gen1013,6.127000,5563,3262.558370,6.450000
gen1014,6.163000,6113,3344.877436,6.150000
gen1015,6.479000,5876,3344.441342,6.150000
gen1016,6.413000,5292,3428.041589,6.150000
gen1017,5.958000,6126,3379.247209,6.150000
gen1018,6.418000,6127,3398.523233,6.150000
gen1019,5.588000,5714,3338.963465,6.300000
gen1020,5.577000,5647,3371.887175,6.300000
gen1021,6.326000,6460,3188.560512,6.600000
gen1022,5.942000,5222,3379.817615,6.300000
gen1023,5.788000,5730,3299.373283,6.450000
gen1024,5.523000,5651,3373.520794,6.300000
gen1025,5.903000,6523,3319.101286,6.300000
gen1026,5.897000,6021,3256.944286,6.450000
gen1027,5.686000,7126,3377.172749,6.150000
gen1028,5.513000,5825,3435.698838,6.000000
gen1029,6.005000,5455,3232.175333,6.450000
gen1030,5.705000,6249,3367.915016,6.150000
gen1031,5.328000,5159,3324.574888,5.300000
gen1032,6.224000,5808,3472.474780,6.000000
gen1033,6.248000,5580,3268.782936,6.300000
gen1034,6.197000,5914,3267.324645,6.450000
gen1035,6.338000,6131,3332.970133,6.150000
gen1036,6.517000,5501,3354.554918,6.450000
gen1037,6.090000,5360,3408.049501,5.850000
gen1038,6.227000,5275,3349.092490,6.450000
gen1039,6.571000,4683,3429.319510,6.000000
gen1040,6.507000,6779,3447.280080,5.850000
gen1041,6.541000,5930,3448.526970,6.300000
gen1042,6.058000,5784,3482.767750,6.000000
gen1043,5.812000,6279,3403.332679,6.000000
gen1044,6.464000,6021,3337.771938,6.450000
